Numéro;Type de Ligne;Niveau;Texte;Quantité;Montant
149;1;1;PERLE NOIRE;0,00;0,00 €
150;2;1;Total Net;8,00;22,40 €
151;2;1; dont Ventes;8,00;22,40 €
152;0;0;;0,00;0,00 €
153;1;1;SUPP COLOMBIE;0,00;0,00 €
154;2;1;Total Annulations;1,00;0,50 €
155;0;0;;0,00;0,00 €
156;1;1;SUPP MOKA NOISETTE;0,00;0,00 €
157;2;1;Total Net;1,00;0,50 €
158;2;1; dont Ventes;1,00;0,50 €
159;0;0;;0,00;0,00 €
160;1;1;SUPP PERLE NOIRE;0,00;0,00 €
161;2;1;Total Net;2,00;1,00 €
162;2;1; dont Ventes;2,00;1,00 €
163;2;1;Total Avoir Ticket;1,00;0,50 €
164;0;0;;0,00;0,00 €
165;1;1;THE;0,00;0,00 €
166;2;1;Total Net;9,00;23,49 €
167;2;1;Total Brut;9,00;24,30 €
168;2;1; dont Ventes;6,00;23,49 €
169;2;1; dont Remises;3,00;0,81 €
170;2;1;Total Modification Note;3,00;8,10 €
171;0;0;;0,00;0,00 €
172;4;0;Net BOISSONS CHAUDES;655,00;1539,36 €
173;4;0;Brut BOISSONS CHAUDES;663,00;1559,30 €
174;4;0; dont Ventes;651,00;1539,36 €
175;4;0; dont Remises;4,00;1,04 €
176;4;0; dont Offert Client;8,00;18,90 €
177;4;0;Annulations;12,00;25,80 €
178;4;0;Perte;4,00;9,20 €
179;4;0;Erreur de saisie;5,00;11,50 €
180;4;0;Avoir Ticket;13,00;28,60 €
181;4;0;Modification Note;107,00;254,10 €
182;0;0;;0,00;0,00 €
183;1;0;BOISSONS FRAICHES;0,00;0,00 €
184;1;1;7 UP 25CL ENFANT M;0,00;0,00 €
185;2;1;Total Net;12,00;18,53 €
186;2;1;Total Brut;12,00;18,70 €
187;2;1; dont Menus;11,00;18,53 €
188;2;1; dont Remises;1,00;0,17 €
189;2;1;Total Modification Note;7,00;11,90 €
190;0;0;;0,00;0,00 €
191;1;1;7 UP 33CL;0,00;0,00 €
192;2;1;Total Net;52,00;186,49 €
193;2;1;Total Brut;53,00;191,30 €
194;2;1; dont Ventes;46,00;180,19 €
195;2;1; dont Menus;3,00;6,30 €
196;2;1; dont Remises;3,00;1,11 €
197;2;1; dont Offert Client;1,00;3,70 €
198;2;1;Total Annulations;1,00;3,70 €
199;2;1;Total Modification Note;9,00;31,70 €
200;0;0;;0,00;0,00 €
201;1;1;DIABOLO;0,00;0,00 €
202;2;1;Total Net;26,00;78,00 €
203;2;1; dont Ventes;26,00;78,00 €
204;2;1;Total Modification Note;7,00;21,00 €
205;0;0;;0,00;0,00 €
206;1;1;DIVERS SS ALCOOL;0,00;0,00 €
207;2;1;Total Net;14,00;37,05 €
208;2;1;Total Brut;15,00;38,25 €
209;2;1; dont Ventes;12,00;37,05 €
210;2;1; dont Remises;2,00;0,20 €
211;2;1; dont Offert Client;1,00;1,00 €
212;2;1;Total Annulations;1,00;1,00 €
213;2;1;Total Avoir Ticket;1,00;1,00 €
214;2;1;Total Modification Note;7,00;9,10 €
215;0;0;;0,00;0,00 €
216;1;1;EAU SIROP;0,00;0,00 €
217;2;1;Total Net;23,00;34,35 €
218;2;1;Total Brut;23,00;34,50 €
219;2;1; dont Ventes;22,00;34,35 €
220;2;1; dont Remises;1,00;0,15 €
221;2;1;Total Annulations;1,00;1,50 €
222;2;1;Total Modification Note;2,00;3,00 €
223;0;0;;0,00;0,00 €
224;1;1;ICE TEA 25CL ENFANT M;0,00;0,00 €
225;2;1;Total Net;57,00;94,69 €
226;2;1;Total Brut;57,00;95,20 €
227;2;1; dont Menus;56,00;94,69 €
228;2;1; dont Remises;1,00;0,51 €
229;2;1;Total Annulations;1,00;1,70 €
230;2;1;Total Modification Note;25,00;42,50 €
231;0;0;;0,00;0,00 €
232;1;1;ICE TEA 33CL;0,00;0,00 €
233;2;1;Total Net;85,00;302,56 €
234;2;1;Total Brut;85,00;303,30 €
235;2;1; dont Ventes;76,00;287,86 €
236;2;1; dont Menus;7,00;14,70 €
237;2;1; dont Remises;2,00;0,74 €
238;2;1;Total Avoir Ticket;4,00;14,80 €
239;2;1;Total Modification Note;26,00;91,40 €
240;0;0;;0,00;0,00 €
241;1;1;JUS ABRICOT;0,00;0,00 €
242;2;1;Total Net;8,00;31,21 €
243;2;1;Total Brut;8,00;31,60 €
244;2;1; dont Ventes;7,00;31,21 €
245;2;1; dont Remises;1,00;0,39 €
246;2;1;Total Modification Note;3,00;11,85 €
247;0;0;;0,00;0,00 €
248;1;1;JUS ANANAS;0,00;0,00 €
249;2;1;Total Net;8,00;31,60 €
250;2;1; dont Ventes;8,00;31,60 €
251;2;1;Total Modification Note;3,00;11,85 €
252;0;0;;0,00;0,00 €
253;1;1;JUS ORANGE;0,00;0,00 €
254;2;1;Total Net;3,00;11,85 €
255;2;1; dont Ventes;3,00;11,85 €
256;2;1;Total Modification Note;1,00;3,95 €
257;0;0;;0,00;0,00 €
258;1;1;JUS ORANGE ENFANT M;0,00;0,00 €
259;2;1;Total Net;8,00;13,60 €
260;2;1; dont Menus;8,00;13,60 €
261;2;1;Total Modification Note;3,00;5,10 €
262;0;0;;0,00;0,00 €
263;1;1;JUS POMME;0,00;0,00 €
264;2;1;Total Net;3,00;11,85 €
265;2;1; dont Ventes;3,00;11,85 €
266;2;1;Total Modification Note;2,00;7,90 €
267;0;0;;0,00;0,00 €
268;1;1;JUS POMME ENFANT M;0,00;0,00 €
269;2;1;Total Net;32,00;54,40 €
270;2;1; dont Menus;32,00;54,40 €
271;2;1;Total Annulations;1,00;1,70 €
272;2;1;Total Modification Note;13,00;22,10 €
273;0;0;;0,00;0,00 €
274;1;1;JUS TOMATE;0,00;0,00 €
275;2;1;Total Net;12,00;47,01 €
276;2;1;Total Brut;12,00;47,40 €
277;2;1; dont Ventes;11,00;47,01 €
278;2;1; dont Remises;1,00;0,39 €
279;2;1;Total Modification Note;4,00;15,80 €
280;0;0;;0,00;0,00 €
281;1;1;LIMONADE MANGUE;0,00;0,00 €
282;2;1;Total Net;52,00;249,12 €
283;2;1;Total Brut;52,00;249,60 €
284;2;1; dont Ventes;51,00;249,12 €
285;2;1; dont Remises;1,00;0,48 €
286;2;1;Total Modification Note;11,00;52,80 €
287;0;0;;0,00;0,00 €
288;1;1;ORANGINA 25CL ENFANT M;0,00;0,00 €
289;2;1;Total Net;15,00;25,50 €
290;2;1; dont Menus;15,00;25,50 €
291;2;1;Total Modification Note;4,00;6,80 €
292;0;0;;0,00;0,00 €
293;1;1;ORANGINA 33CL;0,00;0,00 €
294;2;1;Total Net;64,00;226,83 €
295;2;1;Total Brut;67,00;238,30 €
296;2;1; dont Ventes;57,00;214,23 €
297;2;1; dont Menus;6,00;12,60 €
298;2;1; dont Remises;1,00;0,37 €
299;2;1; dont Offert Client;3,00;11,10 €
300;2;1;Total Annulations;4,00;14,80 €
301;2;1;Total Avoir Ticket;4,00;14,80 €
302;2;1;Total Modification Note;21,00;76,10 €
303;0;0;;0,00;0,00 €
304;1;1;PEPSI 25CL ENFANT M;0,00;0,00 €
305;2;1;Total Net;43,00;69,19 €
306;2;1;Total Brut;43,00;69,70 €
307;2;1; dont Menus;41,00;69,19 €
308;2;1; dont Remises;2,00;0,51 €
309;2;1;Total Annulations;1,00;1,70 €
310;2;1;Total Modification Note;29,00;49,30 €
311;0;0;;0,00;0,00 €
312;1;1;PEPSI 33CL;0,00;0,00 €
313;2;1;Total Net;170,00;604,87 €
314;2;1;Total Brut;171,00;611,90 €
315;2;1; dont Ventes;150,00;577,57 €
316;2;1; dont Menus;13,00;27,30 €
317;2;1; dont Remises;7,00;3,33 €
318;2;1; dont Offert Client;1,00;3,70 €
319;2;1;Total Annulations;2,00;7,40 €
320;2;1;Total Avoir Ticket;2,00;7,40 €
321;2;1;Total Modification Note;49,00;171,70 €
322;0;0;;0,00;0,00 €
323;1;1;PEPSI MAX 25CL ENFANT M;0,00;0,00 €
324;2;1;Total Net;11,00;18,70 €
325;2;1; dont Menus;11,00;18,70 €
326;2;1;Total Avoir Ticket;1,00;1,70 €
327;2;1;Total Modification Note;6,00;10,20 €
328;0;0;;0,00;0,00 €
329;1;1;PEPSI MAX 33CL;0,00;0,00 €
330;2;1;Total Net;75,00;268,02 €
331;2;1;Total Brut;75,00;269,50 €
332;2;1; dont Ventes;68,00;257,52 €
333;2;1; dont Menus;5,00;10,50 €
334;2;1; dont Remises;2,00;1,48 €
335;2;1;Total Annulations;2,00;7,40 €
336;2;1;Total Avoir Ticket;2,00;5,80 €
337;2;1;Total Modification Note;22,00;78,20 €
338;0;0;;0,00;0,00 €
339;1;1;SANS BOISSONS;0,00;0,00 €
340;2;1;Total Net;1,00;0,00 €
341;2;1; dont Menus;1,00;0,00 €
342;2;1;Total Modification Note;1,00;0,00 €
343;0;0;;0,00;0,00 €
344;1;1;SIROP ENFANT M;0,00;0,00 €
345;2;1;Total Net;64,00;108,80 €
346;2;1; dont Ventes;1,00;1,70 €
347;2;1; dont Menus;63,00;107,10 €
348;2;1;Total Annulations;1,00;1,70 €
349;2;1;Total Avoir Ticket;1,00;1,70 €
350;2;1;Total Modification Note;34,00;57,80 €
351;0;0;;0,00;0,00 €
352;1;1;SUPP SIROP;0,00;0,00 €
353;2;1;Total Net;68,00;66,78 €
354;2;1;Total Brut;70,00;69,40 €
355;2;1; dont Ventes;64,00;66,78 €
356;2;1; dont Remises;4,00;0,62 €
357;2;1; dont Offert Client;2,00;2,00 €
358;2;1;Total Avoir Ticket;3,00;3,00 €
359;2;1;Total Modification Note;20,00;20,00 €
360;0;0;;0,00;0,00 €
361;1;1;SUPP SODA;0,00;0,00 €
362;2;1;Total Net;16,00;14,60 €
363;2;1;Total Brut;16,00;16,00 €
364;2;1; dont Ventes;2,00;14,60 €
365;2;1; dont Remises;14,00;1,40 €
366;2;1;Total Modification Note;14,00;14,00 €
367;0;0;;0,00;0,00 €
368;1;1;THE GLACE MENTHE;0,00;0,00 €
369;2;1;Total Net;52,00;249,12 €
370;2;1;Total Brut;52,00;249,60 €
371;2;1; dont Ventes;51,00;249,12 €
372;2;1; dont Remises;1,00;0,48 €
373;2;1;Total Modification Note;15,00;72,00 €
374;0;0;;0,00;0,00 €
375;4;0;Net BOISSONS FRAICHES;974,00;2854,72 €
376;4;0;Brut BOISSONS FRAICHES;982,00;2888,55 €
377;4;0; dont Ventes;658,00;2381,61 €
378;4;0; dont Menus;272,00;473,11 €
379;4;0; dont Remises;44,00;12,33 €
380;4;0; dont Offert Client;8,00;21,50 €
381;4;0;Annulations;15,00;42,60 €
382;4;0;Avoir Ticket;18,00;50,20 €
383;4;0;Modification Note;338,00;898,05 €
384;0;0;;0,00;0,00 €
385;1;0;COCKTAILS SS ALCOOLS;0,00;0,00 €
386;1;1;COCKTAIL SS ALCOOL;0,00;0,00 €
387;2;1;Total Net;7,00;39,53 €
388;2;1;Total Brut;7,00;40,10 €
389;2;1; dont Ventes;6,00;39,53 €
390;2;1; dont Remises;1,00;0,57 €
391;2;1;Total Modification Note;4,00;23,00 €
392;0;0;;0,00;0,00 €
393;1;1;VIRGIN MANGO FIZZ;0,00;0,00 €
394;2;1;Total Net;43,00;245,10 €
395;2;1; dont Ventes;43,00;245,10 €
396;2;1;Total Modification Note;14,00;79,80 €
397;0;0;;0,00;0,00 €
398;1;1;VIRGIN MOJITO;0,00;0,00 €
399;2;1;Total Net;70,00;398,43 €
400;2;1;Total Brut;70,00;399,00 €
401;2;1; dont Ventes;69,00;398,43 €
402;2;1; dont Remises;1,00;0,57 €
403;2;1;Total Modification Note;20,00;114,00 €
404;0;0;;0,00;0,00 €
405;1;1;VIRGIN MOJITO FRUITS ROUGES;0,00;0,00 €
406;2;1;Total Net;11,00;62,70 €
407;2;1; dont Ventes;11,00;62,70 €
408;2;1;Total Annulations;1,00;5,70 €
409;2;1;Total Modification Note;4,00;22,80 €
410;0;0;;0,00;0,00 €
411;1;1;VIRGIN MOJITO MANGUE;0,00;0,00 €
412;2;1;Total Net;13,00;73,53 €
413;2;1;Total Brut;13,00;74,10 €
414;2;1; dont Ventes;12,00;73,53 €
415;2;1; dont Remises;1,00;0,57 €
416;2;1;Total Modification Note;5,00;28,50 €
417;0;0;;0,00;0,00 €
418;1;1;VIRGIN SEX ON THE BEACH;0,00;0,00 €
419;2;1;Total Net;42,00;238,83 €
420;2;1;Total Brut;43,00;245,10 €
421;2;1; dont Ventes;41,00;238,83 €
422;2;1; dont Remises;1,00;0,57 €
423;2;1; dont Offert Client;1,00;5,70 €
424;2;1;Total Modification Note;14,00;79,80 €
425;0;0;;0,00;0,00 €
426;4;0;Net COCKTAILS SS ALCOOLS;186,00;1058,12 €
427;4;0;Brut COCKTAILS SS ALCOOLS;187,00;1066,10 €
428;4;0; dont Ventes;182,00;1058,12 €
429;4;0; dont Remises;4,00;2,28 €
430;4;0; dont Offert Client;1,00;5,70 €
431;4;0;Annulations;1,00;5,70 €
432;4;0;Modification Note;61,00;347,90 €
433;0;0;;0,00;0,00 €
434;1;0;EAUX;0,00;0,00 €
435;1;1;CARAFE D EAU;0,00;0,00 €
436;2;1;Total Net;8,00;0,00 €
437;2;1; dont Ventes;8,00;0,00 €
438;2;1;Total Modification Note;2,00;0,00 €
439;0;0;;0,00;0,00 €
440;1;1;PERRIER 1L;0,00;0,00 €
441;2;1;Total Net;31,00;151,90 €
442;2;1; dont Ventes;31,00;151,90 €
443;2;1;Total Modification Note;8,00;39,20 €
444;0;0;;0,00;0,00 €
445;1;1;PERRIER 50CL;0,00;0,00 €
446;2;1;Total Net;6,00;12,60 €
447;2;1; dont Menus;6,00;12,60 €
448;0;0;;0,00;0,00 €
449;1;1;PERRIER 50CL FINES BULLES;0,00;0,00 €
450;2;1;Total Net;65,00;253,50 €
451;2;1; dont Ventes;65,00;253,50 €
452;2;1;Total Avoir Ticket;2,00;7,80 €
453;2;1;Total Modification Note;8,00;31,20 €
454;0;0;;0,00;0,00 €
455;1;1;SAN PELLEGRINO 1L;0,00;0,00 €
456;2;1;Total Net;77,00;377,30 €
457;2;1; dont Ventes;77,00;377,30 €
458;2;1;Total Avoir Ticket;1,00;4,90 €
459;2;1;Total Modification Note;5,00;24,50 €
460;0;0;;0,00;0,00 €
461;1;1;SAN PELLEGRINO 50CL;0,00;0,00 €
462;2;1;Total Net;47,00;171,72 €
463;2;1;Total Brut;47,00;172,50 €
464;2;1; dont Ventes;39,00;159,12 €
465;2;1; dont Menus;6,00;12,60 €
466;2;1; dont Remises;2,00;0,78 €
467;2;1;Total Annulations;4,00;15,60 €
468;2;1;Total Erreur de saisie;1,00;3,90 €
469;2;1;Total Modification Note;5,00;19,50 €
470;0;0;;0,00;0,00 €
471;1;1;VITTEL 1L;0,00;0,00 €
472;2;1;Total Net;27,00;129,12 €
473;2;1;Total Brut;28,00;134,40 €
474;2;1; dont Ventes;26,00;129,12 €
475;2;1; dont Remises;1,00;0,48 €
476;2;1; dont Offert Client;1,00;4,80 €
477;2;1;Total Annulations;1,00;4,80 €
478;2;1;Total Modification Note;6,00;28,80 €
479;0;0;;0,00;0,00 €
480;1;1;VITTEL 50CL;0,00;0,00 €
481;2;1;Total Net;9,00;29,40 €
482;2;1; dont Ventes;7,00;25,20 €
483;2;1; dont Menus;2,00;4,20 €
484;0;0;;0,00;0,00 €
485;1;1;VITTEL 50CL M;0,00;0,00 €
486;2;1;Total Net;4,00;0,00 €
487;2;1; dont Menus;4,00;0,00 €
488;0;0;;0,00;0,00 €
489;4;0;Net EAUX;274,00;1125,54 €
490;4;0;Brut EAUX;275,00;1131,60 €
491;4;0; dont Ventes;253,00;1096,14 €
492;4;0; dont Menus;18,00;29,40 €
493;4;0; dont Remises;3,00;1,26 €
494;4;0; dont Offert Client;1,00;4,80 €
495;4;0;Annulations;5,00;20,40 €
496;4;0;Erreur de saisie;1,00;3,90 €
497;4;0;Avoir Ticket;3,00;12,70 €
498;4;0;Modification Note;34,00;143,20 €
499;0;0;;0,00;0,00 €
500;3;2;Net LIQUIDES 10%;2089,00;6577,74 €
501;3;2;Brut LIQUIDES 10%;2107,00;6645,55 €
502;3;2; dont Ventes;1744,00;6075,23 €
503;3;2; dont Menus;290,00;502,51 €
504;3;2; dont Remises;55,00;16,91 €
505;3;2; dont Offert Client;18,00;50,90 €
506;3;2;Annulations LIQUIDES 10%;33,00;94,50 €
507;3;2;Perte LIQUIDES 10%;4,00;9,20 €
508;3;2;Erreur de saisie LIQUIDES 10%;6,00;15,40 €
509;3;2;Avoir Ticket LIQUIDES 10%;34,00;91,50 €
510;3;2;Modification Note LIQUIDES 10%;540,00;1643,25 €
511;0;0;;0,00;0,00 €
512;1;0;APERITIFS;0,00;0,00 €
513;1;1;CAMPARI;0,00;0,00 €
514;2;1;Total Net;2,00;10,60 €
515;2;1; dont Ventes;2,00;10,60 €
516;0;0;;0,00;0,00 €
517;1;1;COUPE CHAMPAGNE;0,00;0,00 €
518;2;1;Total Net;1,00;9,95 €
519;2;1; dont Ventes;1,00;9,95 €
520;2;1;Total Modification Note;2,00;19,90 €
521;0;0;;0,00;0,00 €
522;1;1;COUPE CREMANT;0,00;0,00 €
523;2;1;Total Net;9,00;49,50 €
524;2;1;Total Brut;11,00;60,50 €
525;2;1; dont Ventes;9,00;49,50 €
526;2;1; dont Offert Direction;2,00;11,00 €
527;2;1;Total Modification Note;1,00;5,50 €
528;0;0;;0,00;0,00 €
529;1;1;GIN BEEFEATER;0,00;0,00 €
530;2;1;Total Net;1,00;6,30 €
531;2;1; dont Ventes;1,00;6,30 €
532;0;0;;0,00;0,00 €
533;1;1;KIR;0,00;0,00 €
534;2;1;Total Net;42,00;192,74 €
535;2;1;Total Brut;42,00;193,20 €
536;2;1; dont Ventes;41,00;192,74 €
537;2;1; dont Remises;1,00;0,46 €
538;2;1;Total Modification Note;12,00;55,20 €
539;0;0;;0,00;0,00 €
540;1;1;KIR ROYAL;0,00;0,00 €
541;2;1;Total Net;10,00;61,00 €
542;2;1; dont Ventes;10,00;61,00 €
543;2;1;Total Modification Note;1,00;6,10 €
544;0;0;;0,00;0,00 €
545;1;1;LOUPEKESS;0,00;0,00 €
546;2;1;Total Net;4,00;13,20 €
547;2;1; dont Ventes;4,00;13,20 €
548;2;1;Total Modification Note;1,00;3,30 €
549;0;0;;0,00;0,00 €
550;1;1;MARTINI BIANCO;0,00;0,00 €
551;2;1;Total Net;19,00;91,20 €
552;2;1; dont Ventes;19,00;91,20 €
553;2;1;Total Modification Note;5,00;24,00 €
554;0;0;;0,00;0,00 €
555;1;1;MARTINI ROSSO;0,00;0,00 €
556;2;1;Total Net;5,00;24,00 €
557;2;1; dont Ventes;5,00;24,00 €
558;2;1;Total Modification Note;3,00;14,40 €
559;0;0;;0,00;0,00 €
560;1;1;MAURESQUE;0,00;0,00 €
561;2;1;Total Net;8,00;40,29 €
562;2;1;Total Brut;8,00;40,80 €
563;2;1; dont Ventes;7,00;40,29 €
564;2;1; dont Remises;1,00;0,51 €
565;2;1;Total Modification Note;1,00;5,10 €
566;0;0;;0,00;0,00 €
567;1;1;PERROQUET;0,00;0,00 €
568;2;1;Total Net;1,00;5,10 €
569;2;1; dont Ventes;1,00;5,10 €
570;0;0;;0,00;0,00 €
571;1;1;RICARD;0,00;0,00 €
572;2;1;Total Net;39,00;159,90 €
573;2;1; dont Ventes;39,00;159,90 €
574;2;1;Total Avoir Ticket;2,00;8,20 €
575;2;1;Total Modification Note;9,00;36,90 €
576;0;0;;0,00;0,00 €
577;1;1;RICARD TOMATE;0,00;0,00 €
578;2;1;Total Net;3,00;15,30 €
579;2;1; dont Ventes;3,00;15,30 €
580;0;0;;0,00;0,00 €
581;1;1;SUZE;0,00;0,00 €
582;2;1;Total Net;2,00;9,60 €
583;2;1; dont Ventes;2,00;9,60 €
584;2;1;Total Modification Note;1,00;4,80 €
585;0;0;;0,00;0,00 €
586;1;1;VODKA;0,00;0,00 €
587;2;1;Total Net;19,00;110,25 €
588;2;1;Total Brut;19,00;119,70 €
589;2;1; dont Ventes;4,00;110,25 €
590;2;1; dont Remises;15,00;9,45 €
591;2;1;Total Modification Note;19,00;119,70 €
592;0;0;;0,00;0,00 €
593;4;0;Net APERITIFS;165,00;798,93 €
594;4;0;Brut APERITIFS;167,00;820,35 €
595;4;0; dont Ventes;148,00;798,93 €
596;4;0; dont Remises;17,00;10,42 €
597;4;0; dont Offert Direction;2,00;11,00 €
598;4;0;Avoir Ticket;2,00;8,20 €
599;4;0;Modification Note;55,00;294,90 €
600;0;0;;0,00;0,00 €
601;1;0;BIERES;0,00;0,00 €
602;1;1;1664 25CL;0,00;0,00 €
603;2;1;Total Net;93,00;363,30 €
604;2;1;Total Brut;94,00;367,50 €
605;2;1; dont Ventes;80,00;336,00 €
606;2;1; dont Menus;13,00;27,30 €
607;2;1; dont Offert Client;1,00;4,20 €
608;2;1;Total Annulations;2,00;8,40 €
609;2;1;Total Avoir Ticket;1,00;2,10 €
610;2;1;Total Modification Note;16,00;58,80 €
611;0;0;;0,00;0,00 €
