Numéro;Type de Ligne;Niveau;Texte;Quantité;Montant
146;4;0;"Erreur de saisie";9,00;21,20 €
147;4;0;"Avoir Ticket";25,00;60,00 €
148;4;0;"Modification Note";92,00;217,20 €
149;0;0;"";0,00;0,00 €
150;1;0;"BOISSONS FRAICHES";0,00;0,00 €
151;1;1;"7 UP 25CL ENFANT M";0,00;0,00 €
152;2;1;"Total Net";3,00;5,10 €
153;2;1;" dont Menus";3,00;5,10 €
154;2;1;"Total Modification Note";1,00;1,70 €
155;0;0;"";0,00;0,00 €
156;1;1;"7 UP 33CL";0,00;0,00 €
157;2;1;"Total Net";47,00;163,93 €
158;2;1;"Total Brut";47,00;164,30 €
159;2;1;" dont Ventes";40,00;151,33 €
160;2;1;" dont Menus";6,00;12,60 €
161;2;1;" dont Remises";1,00;0,37 €
162;2;1;"Total Annulations";1,00;3,70 €
163;2;1;"Total Modification Note";13,00;46,50 €
164;0;0;"";0,00;0,00 €
165;1;1;"7 UP 33CL M";0,00;0,00 €
166;2;1;"Total Net";7,00;0,00 €
167;2;1;" dont Ventes";7,00;0,00 €
168;2;1;"Total Avoir Ticket";2,00;0,00 €
169;2;1;"Total Modification Note";2,00;0,00 €
170;0;0;"";0,00;0,00 €
171;1;1;"DIABOLO";0,00;0,00 €
172;2;1;"Total Net";26,00;78,00 €
173;2;1;" dont Ventes";26,00;78,00 €
174;2;1;"Total Avoir Ticket";3,00;9,00 €
175;2;1;"Total Modification Note";4,00;12,00 €
176;0;0;"";0,00;0,00 €
177;1;1;"DIVERS SS ALCOOL";0,00;0,00 €
178;2;1;"Total Net";1,00;5,70 €
179;2;1;" dont Ventes";1,00;5,70 €
180;0;0;"";0,00;0,00 €
181;1;1;"EAU SIROP";0,00;0,00 €
182;2;1;"Total Net";24,00;35,85 €
183;2;1;"Total Brut";24,00;36,00 €
184;2;1;" dont Ventes";23,00;35,85 €
185;2;1;" dont Remises";1,00;0,15 €
186;2;1;"Total Annulations";2,00;3,00 €
187;2;1;"Total Modification Note";5,00;7,50 €
188;0;0;"";0,00;0,00 €
189;1;1;"ICE TEA 25CL ENFANT M";0,00;0,00 €
190;2;1;"Total Net";29,00;43,35 €
191;2;1;"Total Brut";29,00;44,20 €
192;2;1;" dont Menus";26,00;43,35 €
193;2;1;" dont Remises";3,00;0,85 €
194;2;1;"Total Avoir Ticket";2,00;3,40 €
195;2;1;"Total Modification Note";8,00;13,60 €
196;0;0;"";0,00;0,00 €
197;1;1;"ICE TEA 33CL";0,00;0,00 €
198;2;1;"Total Net";83,00;291,71 €
199;2;1;"Total Brut";83,00;294,30 €
200;2;1;" dont Ventes";72,00;274,91 €
201;2;1;" dont Menus";8,00;16,80 €
202;2;1;" dont Remises";3,00;2,59 €
203;2;1;"Total Avoir Ticket";7,00;25,90 €
204;2;1;"Total Modification Note";19,00;65,50 €
205;0;0;"";0,00;0,00 €
206;1;1;"ICE TEA 33CL M";0,00;0,00 €
207;2;1;"Total Net";15,00;0,00 €
208;2;1;" dont Ventes";15,00;0,00 €
209;2;1;"Total Erreur de saisie";1,00;0,00 €
210;2;1;"Total Modification Note";1,00;0,00 €
211;0;0;"";0,00;0,00 €
212;1;1;"JUS ABRICOT";0,00;0,00 €
213;2;1;"Total Net";8,00;31,60 €
214;2;1;" dont Ventes";8,00;31,60 €
215;0;0;"";0,00;0,00 €
216;1;1;"JUS ANANAS";0,00;0,00 €
217;2;1;"Total Net";13,00;51,35 €
218;2;1;" dont Ventes";13,00;51,35 €
219;0;0;"";0,00;0,00 €
220;1;1;"JUS ORANGE";0,00;0,00 €
221;2;1;"Total Net";2,00;7,90 €
222;2;1;" dont Ventes";2,00;7,90 €
223;0;0;"";0,00;0,00 €
224;1;1;"JUS ORANGE ENFANT M";0,00;0,00 €
225;2;1;"Total Net";5,00;8,50 €
226;2;1;" dont Menus";5,00;8,50 €
227;2;1;"Total Avoir Ticket";1,00;1,70 €
228;0;0;"";0,00;0,00 €
229;1;1;"JUS POMME";0,00;0,00 €
230;2;1;"Total Net";2,00;7,90 €
231;2;1;" dont Ventes";2,00;7,90 €
232;2;1;"Total Annulations";1,00;3,95 €
233;0;0;"";0,00;0,00 €
234;1;1;"JUS POMME ENFANT M";0,00;0,00 €
235;2;1;"Total Net";23,00;39,10 €
236;2;1;" dont Menus";23,00;39,10 €
237;2;1;"Total Avoir Ticket";1,00;1,70 €
238;2;1;"Total Modification Note";4,00;6,80 €
239;0;0;"";0,00;0,00 €
240;1;1;"JUS TOMATE";0,00;0,00 €
241;2;1;"Total Net";4,00;15,80 €
242;2;1;" dont Ventes";4,00;15,80 €
243;0;0;"";0,00;0,00 €
244;1;1;"LIMONADE MANGUE";0,00;0,00 €
245;2;1;"Total Net";27,00;129,60 €
246;2;1;" dont Ventes";27,00;129,60 €
247;2;1;"Total Modification Note";3,00;14,40 €
248;0;0;"";0,00;0,00 €
249;1;1;"ORANGINA 25CL ENFANT M";0,00;0,00 €
250;2;1;"Total Net";13,00;22,10 €
251;2;1;" dont Menus";13,00;22,10 €
252;2;1;"Total Modification Note";3,00;5,10 €
253;0;0;"";0,00;0,00 €
254;1;1;"ORANGINA 33CL";0,00;0,00 €
255;2;1;"Total Net";50,00;177,86 €
256;2;1;"Total Brut";50,00;178,60 €
257;2;1;" dont Ventes";44,00;169,46 €
258;2;1;" dont Menus";4,00;8,40 €
259;2;1;" dont Remises";2,00;0,74 €
260;2;1;"Total Annulations";1,00;3,70 €
261;2;1;"Total Avoir Ticket";3,00;11,10 €
262;2;1;"Total Modification Note";15,00;55,50 €
263;0;0;"";0,00;0,00 €
264;1;1;"PEPSI 25CL ENFANT M";0,00;0,00 €
265;2;1;"Total Net";23,00;39,10 €
266;2;1;" dont Menus";23,00;39,10 €
267;2;1;"Total Modification Note";5,00;8,50 €
268;0;0;"";0,00;0,00 €
269;1;1;"PEPSI 33CL";0,00;0,00 €
270;2;1;"Total Net";165,00;589,82 €
271;2;1;"Total Brut";165,00;591,30 €
272;2;1;" dont Ventes";149,00;564,62 €
273;2;1;" dont Menus";12,00;25,20 €
274;2;1;" dont Remises";4,00;1,48 €
275;2;1;"Total Annulations";6,00;22,20 €
276;2;1;"Total Perte";1,00;1,81 €
277;2;1;"Total Erreur de saisie";1,00;2,10 €
278;2;1;"Total Avoir Ticket";3,00;11,10 €
279;2;1;"Total Modification Note";40,00;145,29 €
280;0;0;"";0,00;0,00 €
281;1;1;"PEPSI 33CL M";0,00;0,00 €
282;2;1;"Total Net";28,00;0,00 €
283;2;1;" dont Ventes";28,00;0,00 €
284;2;1;"Total Modification Note";4,00;0,00 €
285;0;0;"";0,00;0,00 €
286;1;1;"PEPSI MAX 25CL ENFANT M";0,00;0,00 €
287;2;1;"Total Net";6,00;10,20 €
288;2;1;" dont Menus";6,00;10,20 €
289;0;0;"";0,00;0,00 €
290;1;1;"PEPSI MAX 33CL";0,00;0,00 €
291;2;1;"Total Net";61,00;215,85 €
292;2;1;"Total Brut";61,00;217,70 €
293;2;1;" dont Ventes";53,00;205,35 €
294;2;1;" dont Menus";5,00;10,50 €
295;2;1;" dont Remises";3,00;1,85 €
296;2;1;"Total Annulations";4,00;14,80 €
297;2;1;"Total Avoir Ticket";1,00;3,70 €
298;2;1;"Total Modification Note";10,00;37,00 €
299;0;0;"";0,00;0,00 €
300;1;1;"PEPSI MAX 33CL M";0,00;0,00 €
301;2;1;"Total Net";8,00;0,00 €
302;2;1;" dont Ventes";8,00;0,00 €
303;0;0;"";0,00;0,00 €
304;1;1;"SIROP ENFANT M";0,00;0,00 €
305;2;1;"Total Net";38,00;62,39 €
306;2;1;"Total Brut";39,00;64,60 €
307;2;1;" dont Menus";37,00;62,39 €
308;2;1;" dont Remises";1,00;0,51 €
309;2;1;" dont Offert Client";1,00;1,70 €
310;2;1;"Total Modification Note";8,00;13,60 €
311;0;0;"";0,00;0,00 €
312;1;1;"SUPP SIROP";0,00;0,00 €
313;2;1;"Total Net";38,00;37,80 €
314;2;1;"Total Brut";39,00;39,00 €
315;2;1;" dont Ventes";36,00;37,80 €
316;2;1;" dont Remises";2,00;0,20 €
317;2;1;" dont Offert Client";1,00;1,00 €
318;2;1;"Total Modification Note";11,00;11,00 €
319;0;0;"";0,00;0,00 €
320;1;1;"SUPP SIROP CITRON";0,00;0,00 €
321;2;1;"Total Net";5,00;5,00 €
322;2;1;"Total Brut";6,00;6,00 €
323;2;1;" dont Ventes";5,00;5,00 €
324;2;1;" dont Offert Direction";1,00;1,00 €
325;2;1;"Total Modification Note";1,00;1,00 €
326;0;0;"";0,00;0,00 €
327;1;1;"SUPP SIROP FRAISE";0,00;0,00 €
328;2;1;"Total Net";3,00;3,00 €
329;2;1;" dont Ventes";3,00;3,00 €
330;2;1;"Total Avoir Ticket";1,00;1,00 €
331;0;0;"";0,00;0,00 €
332;1;1;"SUPP SIROP GRENADINE";0,00;0,00 €
333;2;1;"Total Net";6,00;4,90 €
334;2;1;"Total Brut";6,00;5,00 €
335;2;1;" dont Ventes";5,00;4,90 €
336;2;1;" dont Remises";1,00;0,10 €
337;2;1;"Total Modification Note";4,00;4,00 €
338;0;0;"";0,00;0,00 €
339;1;1;"SUPP SIROP MENTHE";0,00;0,00 €
340;2;1;"Total Net";4,00;4,00 €
341;2;1;" dont Ventes";4,00;4,00 €
342;2;1;"Total Modification Note";1,00;1,00 €
343;0;0;"";0,00;0,00 €
344;1;1;"SUPP SIROP PECHE";0,00;0,00 €
345;2;1;"Total Net";1,00;1,00 €
346;2;1;" dont Ventes";1,00;1,00 €
347;2;1;"Total Modification Note";1,00;1,00 €
348;0;0;"";0,00;0,00 €
349;1;1;"SUPP SODA";0,00;0,00 €
350;2;1;"Total Net";5,00;4,80 €
351;2;1;"Total Brut";6,00;6,00 €
352;2;1;" dont Ventes";3,00;4,80 €
353;2;1;" dont Remises";2,00;0,20 €
354;2;1;" dont Offert Direction";1,00;1,00 €
355;2;1;"Total Erreur de saisie";1,00;1,00 €
356;2;1;"Total Modification Note";5,00;5,00 €
357;0;0;"";0,00;0,00 €
358;1;1;"THE GLACE MENTHE";0,00;0,00 €
359;2;1;"Total Net";16,00;76,80 €
360;2;1;"Total Brut";17,00;81,60 €
361;2;1;" dont Ventes";16,00;76,80 €
362;2;1;" dont Offert Client";1,00;4,80 €
363;2;1;"Total Modification Note";1,00;4,80 €
364;0;0;"";0,00;0,00 €
365;4;0;"Net BOISSONS FRAICHES";789,00;2170,01 €
366;4;0;"Brut BOISSONS FRAICHES";794,00;2188,55 €
367;4;0;" dont Ventes";595,00;1866,67 €
368;4;0;" dont Menus";171,00;303,34 €
369;4;0;" dont Remises";23,00;9,04 €
370;4;0;" dont Offert Client";3,00;7,50 €
371;4;0;" dont Offert Direction";2,00;2,00 €
372;4;0;"Annulations";15,00;51,35 €
373;4;0;"Perte";1,00;1,81 €
374;4;0;"Erreur de saisie";3,00;3,10 €
375;4;0;"Avoir Ticket";24,00;68,60 €
376;4;0;"Modification Note";169,00;460,79 €
377;0;0;"";0,00;0,00 €
378;1;0;"COCKTAILS SS ALCOOLS";0,00;0,00 €
379;1;1;"COCKTAIL SS ALCOOL";0,00;0,00 €
380;2;1;"Total Net";3,00;17,00 €
381;2;1;"Total Brut";4,00;22,70 €
382;2;1;" dont Ventes";3,00;17,00 €
383;2;1;" dont Offert Direction";1,00;5,70 €
384;2;1;"Total Erreur de saisie";1,00;5,70 €
385;2;1;"Total Modification Note";1,00;5,60 €
386;0;0;"";0,00;0,00 €
387;1;1;"VIRGIN MANGO FIZZ";0,00;0,00 €
388;2;1;"Total Net";18,00;102,03 €
389;2;1;"Total Brut";18,00;102,60 €
390;2;1;" dont Ventes";17,00;102,03 €
391;2;1;" dont Remises";1,00;0,57 €
392;2;1;"Total Erreur de saisie";1,00;5,70 €
393;2;1;"Total Modification Note";4,00;22,80 €
394;0;0;"";0,00;0,00 €
395;1;1;"VIRGIN MOJITO";0,00;0,00 €
396;2;1;"Total Net";56,00;316,92 €
397;2;1;"Total Brut";56,00;319,20 €
398;2;1;" dont Ventes";54,00;316,92 €
399;2;1;" dont Remises";2,00;2,28 €
400;2;1;"Total Modification Note";8,00;45,60 €
401;0;0;"";0,00;0,00 €
402;1;1;"VIRGIN MOJITO FRUITS ROUGES";0,00;0,00 €
403;2;1;"Total Net";13,00;74,10 €
404;2;1;" dont Ventes";13,00;74,10 €
405;2;1;"Total Modification Note";1,00;5,70 €
406;0;0;"";0,00;0,00 €
407;1;1;"VIRGIN MOJITO MANGUE";0,00;0,00 €
408;2;1;"Total Net";7,00;39,90 €
409;2;1;" dont Ventes";7,00;39,90 €
410;2;1;"Total Modification Note";2,00;11,40 €
411;0;0;"";0,00;0,00 €
412;1;1;"VIRGIN SEX ON THE BEACH";0,00;0,00 €
413;2;1;"Total Net";37,00;209,76 €
414;2;1;"Total Brut";37,00;210,90 €
415;2;1;" dont Ventes";35,00;209,76 €
416;2;1;" dont Remises";2,00;1,14 €
417;2;1;"Total Modification Note";9,00;51,30 €
418;0;0;"";0,00;0,00 €
419;4;0;"Net COCKTAILS SS ALCOOLS";134,00;759,71 €
420;4;0;"Brut COCKTAILS SS ALCOOLS";135,00;769,40 €
421;4;0;" dont Ventes";129,00;759,71 €
422;4;0;" dont Remises";5,00;3,99 €
423;4;0;" dont Offert Direction";1,00;5,70 €
424;4;0;"Erreur de saisie";2,00;11,40 €
425;4;0;"Modification Note";25,00;142,40 €
426;0;0;"";0,00;0,00 €
427;1;0;"EAUX";0,00;0,00 €
428;1;1;"CARAFE D EAU";0,00;0,00 €
429;2;1;"Total Net";3,00;0,00 €
430;2;1;" dont Ventes";3,00;0,00 €
431;0;0;"";0,00;0,00 €
432;1;1;"PERRIER 1L";0,00;0,00 €
433;2;1;"Total Net";19,00;93,10 €
434;2;1;" dont Ventes";19,00;93,10 €
435;2;1;"Total Modification Note";2,00;9,80 €
436;0;0;"";0,00;0,00 €
437;1;1;"PERRIER 50CL";0,00;0,00 €
438;2;1;"Total Net";8,00;16,80 €
439;2;1;" dont Menus";8,00;16,80 €
440;2;1;"Total Avoir Ticket";1,00;2,10 €
441;0;0;"";0,00;0,00 €
442;1;1;"PERRIER 50CL FINES BULLES";0,00;0,00 €
443;2;1;"Total Net";70,00;272,22 €
444;2;1;"Total Brut";70,00;273,00 €
445;2;1;" dont Ventes";68,00;272,22 €
446;2;1;" dont Remises";2,00;0,78 €
447;2;1;"Total Modification Note";13,00;50,70 €
448;0;0;"";0,00;0,00 €
449;1;1;"SAN PELLEGRINO 1L";0,00;0,00 €
450;2;1;"Total Net";55,00;268,03 €
451;2;1;"Total Brut";55,00;269,50 €
452;2;1;" dont Ventes";54,00;268,03 €
453;2;1;" dont Remises";1,00;1,47 €
454;2;1;"Total Modification Note";11,00;53,90 €
455;0;0;"";0,00;0,00 €
456;1;1;"SAN PELLEGRINO 50CL";0,00;0,00 €
457;2;1;"Total Net";53,00;186,75 €
458;2;1;"Total Brut";54,00;192,60 €
459;2;1;" dont Ventes";40,00;165,75 €
460;2;1;" dont Menus";10,00;21,00 €
461;2;1;" dont Remises";3,00;1,95 €
462;2;1;" dont Offert Direction";1,00;3,90 €
463;2;1;"Total Erreur de saisie";1,00;3,90 €
464;2;1;"Total Avoir Ticket";1,00;2,10 €
465;2;1;"Total Modification Note";6,00;21,60 €
466;0;0;"";0,00;0,00 €
467;1;1;"VITTEL 1L";0,00;0,00 €
468;2;1;"Total Net";22,00;104,64 €
469;2;1;"Total Brut";22,00;105,60 €
470;2;1;" dont Ventes";21,00;104,64 €
471;2;1;" dont Remises";1,00;0,96 €
472;2;1;"Total Avoir Ticket";2,00;9,60 €
473;2;1;"Total Modification Note";3,00;14,40 €
474;0;0;"";0,00;0,00 €
475;1;1;"VITTEL 50CL";0,00;0,00 €
476;2;1;"Total Net";10,00;32,64 €
477;2;1;"Total Brut";10,00;33,00 €
478;2;1;" dont Ventes";7,00;28,44 €
479;2;1;" dont Menus";2,00;4,20 €
480;2;1;" dont Remises";1,00;0,36 €
481;2;1;"Total Modification Note";1,00;3,60 €
482;0;0;"";0,00;0,00 €
483;1;1;"VITTEL 50CL M";0,00;0,00 €
484;2;1;"Total Net";6,00;0,00 €
485;2;1;" dont Menus";6,00;0,00 €
486;2;1;"Total Modification Note";1,00;0,00 €
487;0;0;"";0,00;0,00 €
488;4;0;"Net EAUX";246,00;974,18 €
489;4;0;"Brut EAUX";247,00;983,60 €
490;4;0;" dont Ventes";212,00;932,18 €
491;4;0;" dont Menus";26,00;42,00 €
492;4;0;" dont Remises";8,00;5,52 €
493;4;0;" dont Offert Direction";1,00;3,90 €
494;4;0;"Erreur de saisie";1,00;3,90 €
495;4;0;"Avoir Ticket";4,00;13,80 €
496;4;0;"Modification Note";37,00;154,00 €
497;0;0;"";0,00;0,00 €
498;3;2;"Net LIQUIDES 10%";1943,00;5737,14 €
499;3;2;"Brut LIQUIDES 10%";1957,00;5795,35 €
500;3;2;" dont Ventes";1696,00;5391,80 €
501;3;2;" dont Menus";197,00;345,34 €
502;3;2;" dont Remises";50,00;22,51 €
503;3;2;" dont Offert Client";10,00;24,10 €
504;3;2;" dont Offert Direction";4,00;11,60 €
505;3;2;"Annulations LIQUIDES 10%";23,00;69,75 €
506;3;2;"Perte LIQUIDES 10%";1,00;1,81 €
507;3;2;"Erreur de saisie LIQUIDES 10%";15,00;39,60 €
508;3;2;"Avoir Ticket LIQUIDES 10%";53,00;142,40 €
509;3;2;"Modification Note LIQUIDES 10%";323,00;974,39 €
510;0;0;"";0,00;0,00 €
511;1;0;"APERITIFS";0,00;0,00 €
512;1;1;"CAMPARI";0,00;0,00 €
513;2;1;"Total Net";3,00;15,90 €
514;2;1;" dont Ventes";3,00;15,90 €
515;2;1;"Total Modification Note";1,00;5,30 €
516;0;0;"";0,00;0,00 €
517;1;1;"COUPE CHAMPAGNE";0,00;0,00 €
518;2;1;"Total Net";7,00;69,65 €
519;2;1;" dont Ventes";7,00;69,65 €
520;0;0;"";0,00;0,00 €
521;1;1;"COUPE CREMANT";0,00;0,00 €
522;2;1;"Total Net";4,00;22,00 €
523;2;1;" dont Ventes";4,00;22,00 €
524;0;0;"";0,00;0,00 €
525;1;1;"KIR";0,00;0,00 €
526;2;1;"Total Net";29,00;133,40 €
527;2;1;" dont Ventes";29,00;133,40 €
528;2;1;"Total Modification Note";6,00;27,60 €
529;0;0;"";0,00;0,00 €
530;1;1;"KIR ROYAL";0,00;0,00 €
531;2;1;"Total Net";8,00;48,80 €
532;2;1;" dont Ventes";8,00;48,80 €
533;2;1;"Total Erreur de saisie";1,00;6,10 €
534;2;1;"Total Modification Note";2,00;12,20 €
535;0;0;"";0,00;0,00 €
536;1;1;"LOUPEKESS";0,00;0,00 €
537;2;1;"Total Net";5,00;15,84 €
538;2;1;"Total Brut";5,00;16,50 €
539;2;1;" dont Ventes";3,00;15,84 €
540;2;1;" dont Remises";2,00;0,66 €
541;0;0;"";0,00;0,00 €
542;1;1;"MARTINI BIANCO";0,00;0,00 €
543;2;1;"Total Net";17,00;81,12 €
544;2;1;"Total Brut";17,00;81,60 €
545;2;1;" dont Ventes";16,00;81,12 €
546;2;1;" dont Remises";1,00;0,48 €
547;2;1;"Total Modification Note";4,00;19,20 €
548;0;0;"";0,00;0,00 €
549;1;1;"MARTINI ROSSO";0,00;0,00 €
550;2;1;"Total Net";10,00;48,00 €
551;2;1;" dont Ventes";10,00;48,00 €
552;2;1;"Total Modification Note";1,00;4,80 €
553;0;0;"";0,00;0,00 €
554;1;1;"MAURESQUE";0,00;0,00 €
555;2;1;"Total Net";9,00;45,90 €
556;2;1;" dont Ventes";9,00;45,90 €
557;2;1;"Total Erreur de saisie";1,00;5,10 €
558;0;0;"";0,00;0,00 €
559;1;1;"NOILLY PRAT";0,00;0,00 €
560;2;1;"Total Net";1,00;4,80 €
561;2;1;" dont Ventes";1,00;4,80 €
562;0;0;"";0,00;0,00 €
563;1;1;"PERROQUET";0,00;0,00 €
564;2;1;"Total Net";2,00;10,20 €
565;2;1;" dont Ventes";2,00;10,20 €
566;0;0;"";0,00;0,00 €
567;1;1;"RICARD";0,00;0,00 €
568;2;1;"Total Net";70,00;286,18 €
569;2;1;"Total Brut";70,00;287,00 €
570;2;1;" dont Ventes";68,00;286,18 €
571;2;1;" dont Remises";2,00;0,82 €
572;2;1;"Total Avoir Ticket";1,00;4,10 €
573;2;1;"Total Modification Note";8,00;32,80 €
574;0;0;"";0,00;0,00 €
575;1;1;"VODKA";0,00;0,00 €
576;2;1;"Total Net";9,00;55,44 €
577;2;1;"Total Brut";10,00;63,00 €
578;2;1;" dont Ventes";7,00;55,44 €
579;2;1;" dont Remises";2,00;1,26 €
580;2;1;" dont Offert Direction";1,00;6,30 €
581;2;1;"Total Erreur de saisie";1,00;6,30 €
582;2;1;"Total Modification Note";8,00;50,40 €
583;0;0;"";0,00;0,00 €
584;4;0;"Net APERITIFS";174,00;837,23 €
585;4;0;"Brut APERITIFS";175,00;846,75 €
