Numéro;Type de Ligne;Niveau;Texte;Quantité;Montant
143;2;1;"Total Net";2,00;5,60 €
144;2;1;" dont Ventes";2,00;5,60 €
145;0;0;"";0,00;0,00 €
146;1;1;"SUPP MOKA NOISETTE";0,00;0,00 €
147;2;1;"Total Net";1,00;0,50 €
148;2;1;" dont Ventes";1,00;0,50 €
149;2;1;"Total Modification Note";1,00;0,50 €
150;0;0;"";0,00;0,00 €
151;1;1;"THE";0,00;0,00 €
152;2;1;"Total Net";15,00;40,50 €
153;2;1;" dont Ventes";15,00;40,50 €
154;2;1;"Total Annulations";1,00;2,70 €
155;2;1;"Total Erreur de saisie";1,00;2,70 €
156;2;1;"Total Modification Note";3,00;8,10 €
157;0;0;"";0,00;0,00 €
158;4;0;"Net BOISSONS CHAUDES";575,00;1366,48 €
159;4;0;"Brut BOISSONS CHAUDES";582,00;1385,10 €
160;4;0;" dont Ventes";566,00;1366,48 €
161;4;0;" dont Remises";9,00;2,52 €
162;4;0;" dont Offert Client";7,00;16,10 €
163;4;0;"Annulations";15,00;34,90 €
164;4;0;"Erreur de saisie";7,00;17,00 €
165;4;0;"Avoir Ticket";17,00;39,60 €
166;4;0;"Modification Note";118,00;280,70 €
167;0;0;"";0,00;0,00 €
168;1;0;"BOISSONS FRAICHES";0,00;0,00 €
169;1;1;"7 UP 25CL ENFANT M";0,00;0,00 €
170;2;1;"Total Net";16,00;27,20 €
171;2;1;" dont Menus";16,00;27,20 €
172;2;1;"Total Modification Note";7,00;11,90 €
173;0;0;"";0,00;0,00 €
174;1;1;"7 UP 33CL";0,00;0,00 €
175;2;1;"Total Net";27,00;91,90 €
176;2;1;"Total Brut";28,00;95,60 €
177;2;1;" dont Ventes";22,00;81,40 €
178;2;1;" dont Menus";5,00;10,50 €
179;2;1;" dont Offert Client";1,00;3,70 €
180;2;1;"Total Avoir Ticket";1,00;3,70 €
181;2;1;"Total Modification Note";9,00;30,10 €
182;0;0;"";0,00;0,00 €
183;1;1;"DIABOLO";0,00;0,00 €
184;2;1;"Total Net";16,00;48,00 €
185;2;1;" dont Ventes";16,00;48,00 €
186;2;1;"Total Modification Note";6,00;18,00 €
187;0;0;"";0,00;0,00 €
188;1;1;"DIVERS SS ALCOOL";0,00;0,00 €
189;2;1;"Total Net";2,00;3,40 €
190;2;1;" dont Ventes";2,00;3,40 €
191;0;0;"";0,00;0,00 €
192;1;1;"EAU SIROP";0,00;0,00 €
193;2;1;"Total Net";31,00;46,50 €
194;2;1;" dont Ventes";31,00;46,50 €
195;2;1;"Total Modification Note";13,00;19,50 €
196;0;0;"";0,00;0,00 €
197;1;1;"ICE TEA 25CL ENFANT M";0,00;0,00 €
198;2;1;"Total Net";69,00;115,43 €
199;2;1;"Total Brut";69,00;115,60 €
200;2;1;" dont Menus";68,00;115,43 €
201;2;1;" dont Remises";1,00;0,17 €
202;2;1;"Total Modification Note";43,00;73,10 €
203;0;0;"";0,00;0,00 €
204;1;1;"ICE TEA 33CL";0,00;0,00 €
205;2;1;"Total Net";82,00;290,23 €
206;2;1;"Total Brut";82,00;290,60 €
207;2;1;" dont Ventes";73,00;273,43 €
208;2;1;" dont Menus";8,00;16,80 €
209;2;1;" dont Remises";1,00;0,37 €
210;2;1;"Total Annulations";3,00;11,10 €
211;2;1;"Total Avoir Ticket";3,00;11,10 €
212;2;1;"Total Modification Note";31,00;113,10 €
213;0;0;"";0,00;0,00 €
214;1;1;"JUS ABRICOT";0,00;0,00 €
215;2;1;"Total Net";6,00;23,70 €
216;2;1;" dont Ventes";6,00;23,70 €
217;2;1;"Total Perte";1,00;3,95 €
218;2;1;"Total Modification Note";4,00;15,80 €
219;0;0;"";0,00;0,00 €
220;1;1;"JUS ANANAS";0,00;0,00 €
221;2;1;"Total Net";7,00;27,65 €
222;2;1;" dont Ventes";7,00;27,65 €
223;2;1;"Total Modification Note";1,00;3,95 €
224;0;0;"";0,00;0,00 €
225;1;1;"JUS ORANGE";0,00;0,00 €
226;2;1;"Total Net";3,00;11,85 €
227;2;1;"Total Brut";4,00;15,80 €
228;2;1;" dont Ventes";3,00;11,85 €
229;2;1;" dont Offerts Personnel";1,00;3,95 €
230;0;0;"";0,00;0,00 €
231;1;1;"JUS ORANGE ENFANT M";0,00;0,00 €
232;2;1;"Total Net";11,00;18,70 €
233;2;1;" dont Menus";11,00;18,70 €
234;2;1;"Total Modification Note";3,00;5,10 €
235;0;0;"";0,00;0,00 €
236;1;1;"JUS POMME";0,00;0,00 €
237;2;1;"Total Net";10,00;39,50 €
238;2;1;" dont Ventes";10,00;39,50 €
239;2;1;"Total Modification Note";1,00;3,95 €
240;0;0;"";0,00;0,00 €
241;1;1;"JUS POMME ENFANT M";0,00;0,00 €
242;2;1;"Total Net";40,00;68,00 €
243;2;1;" dont Menus";40,00;68,00 €
244;2;1;"Total Modification Note";21,00;35,70 €
245;0;0;"";0,00;0,00 €
246;1;1;"JUS TOMATE";0,00;0,00 €
247;2;1;"Total Net";2,00;7,90 €
248;2;1;" dont Ventes";2,00;7,90 €
249;0;0;"";0,00;0,00 €
250;1;1;"LIMONADE MANGUE";0,00;0,00 €
251;2;1;"Total Net";48,00;229,44 €
252;2;1;"Total Brut";48,00;230,40 €
253;2;1;" dont Ventes";46,00;229,44 €
254;2;1;" dont Remises";2,00;0,96 €
255;2;1;"Total Annulations";7,00;33,60 €
256;2;1;"Total Avoir Ticket";1,00;4,80 €
257;2;1;"Total Modification Note";23,00;110,40 €
258;0;0;"";0,00;0,00 €
259;1;1;"ORANGINA 25CL ENFANT M";0,00;0,00 €
260;2;1;"Total Net";38,00;62,73 €
261;2;1;"Total Brut";39,00;64,60 €
262;2;1;" dont Menus";37,00;62,73 €
263;2;1;" dont Remises";1,00;0,17 €
264;2;1;" dont Offert Client";1,00;1,70 €
265;2;1;"Total Avoir Ticket";1,00;1,70 €
266;2;1;"Total Modification Note";29,00;49,30 €
267;0;0;"";0,00;0,00 €
268;1;1;"ORANGINA 33CL";0,00;0,00 €
269;2;1;"Total Net";58,00;205,86 €
270;2;1;"Total Brut";58,00;206,60 €
271;2;1;" dont Ventes";51,00;195,36 €
272;2;1;" dont Menus";5,00;10,50 €
273;2;1;" dont Remises";2,00;0,74 €
274;2;1;"Total Annulations";1,00;3,70 €
275;2;1;"Total Avoir Ticket";2,00;7,40 €
276;2;1;"Total Modification Note";23,00;83,50 €
277;0;0;"";0,00;0,00 €
278;1;1;"PEPSI 25CL ENFANT M";0,00;0,00 €
279;2;1;"Total Net";70,00;117,13 €
280;2;1;"Total Brut";70,00;117,30 €
281;2;1;" dont Menus";69,00;117,13 €
282;2;1;" dont Remises";1,00;0,17 €
283;2;1;"Total Modification Note";41,00;69,70 €
284;0;0;"";0,00;0,00 €
285;1;1;"PEPSI 33CL";0,00;0,00 €
286;2;1;"Total Net";182,00;652,60 €
287;2;1;" dont Ventes";169,00;625,30 €
288;2;1;" dont Menus";13,00;27,30 €
289;2;1;"Total Annulations";3,00;11,10 €
290;2;1;"Total Erreur de saisie";2,00;7,40 €
291;2;1;"Total Avoir Ticket";2,00;7,40 €
292;2;1;"Total Modification Note";60,00;214,00 €
293;0;0;"";0,00;0,00 €
294;1;1;"PEPSI MAX 25CL ENFANT M";0,00;0,00 €
295;2;1;"Total Net";20,00;34,00 €
296;2;1;" dont Menus";20,00;34,00 €
297;2;1;"Total Modification Note";12,00;20,40 €
298;0;0;"";0,00;0,00 €
299;1;1;"PEPSI MAX 33CL";0,00;0,00 €
300;2;1;"Total Net";64,00;219,20 €
301;2;1;" dont Ventes";53,00;196,10 €
302;2;1;" dont Menus";11,00;23,10 €
303;2;1;"Total Avoir Ticket";4,00;14,80 €
304;2;1;"Total Modification Note";24,00;82,40 €
305;0;0;"";0,00;0,00 €
306;1;1;"SIROP ENFANT M";0,00;0,00 €
307;2;1;"Total Net";55,00;93,50 €
308;2;1;" dont Menus";55,00;93,50 €
309;2;1;"Total Annulations";1,00;1,70 €
310;2;1;"Total Modification Note";27,00;45,90 €
311;0;0;"";0,00;0,00 €
312;1;1;"SUPP SIROP";0,00;0,00 €
313;2;1;"Total Net";56,00;55,40 €
314;2;1;"Total Brut";57,00;57,00 €
315;2;1;" dont Ventes";51,00;55,40 €
316;2;1;" dont Remises";5,00;0,60 €
317;2;1;" dont Offert Client";1,00;1,00 €
318;2;1;"Total Perte";1,00;1,00 €
319;2;1;"Total Avoir Ticket";2,00;2,00 €
320;2;1;"Total Modification Note";13,00;13,00 €
321;0;0;"";0,00;0,00 €
322;1;1;"SUPP SODA";0,00;0,00 €
323;2;1;"Total Net";2,00;2,00 €
324;2;1;" dont Ventes";2,00;2,00 €
325;0;0;"";0,00;0,00 €
326;1;1;"THE GLACE MENTHE";0,00;0,00 €
327;2;1;"Total Net";35,00;168,00 €
328;2;1;" dont Ventes";35,00;168,00 €
329;2;1;"Total Avoir Ticket";1,00;4,80 €
330;2;1;"Total Modification Note";7,00;33,60 €
331;0;0;"";0,00;0,00 €
332;4;0;"Net BOISSONS FRAICHES";950,00;2659,82 €
333;4;0;"Brut BOISSONS FRAICHES";954,00;2673,35 €
334;4;0;" dont Ventes";579,00;2034,93 €
335;4;0;" dont Menus";358,00;624,89 €
336;4;0;" dont Offerts Personnel";1,00;3,95 €
337;4;0;" dont Remises";13,00;3,18 €
338;4;0;" dont Offert Client";3,00;6,40 €
339;4;0;"Annulations";15,00;61,20 €
340;4;0;"Perte";2,00;4,95 €
341;4;0;"Erreur de saisie";2,00;7,40 €
342;4;0;"Avoir Ticket";17,00;57,70 €
343;4;0;"Modification Note";398,00;1052,40 €
344;0;0;"";0,00;0,00 €
345;1;0;"COCKTAILS SS ALCOOLS";0,00;0,00 €
346;1;1;"COCKTAIL SS ALCOOL";0,00;0,00 €
347;2;1;"Total Net";1,00;5,70 €
348;2;1;" dont Ventes";1,00;5,70 €
349;2;1;"Total Modification Note";1,00;5,70 €
350;0;0;"";0,00;0,00 €
351;1;1;"SHOOTER CERISE";0,00;0,00 €
352;2;1;"Total Erreur de saisie";1,00;0,00 €
353;2;1;"Total Avoir Ticket";1,00;0,00 €
354;2;1;"Total Modification Note";1,00;0,00 €
355;0;0;"";0,00;0,00 €
356;1;1;"VIRGIN MANGO FIZZ";0,00;0,00 €
357;2;1;"Total Net";26,00;148,20 €
358;2;1;" dont Ventes";26,00;148,20 €
359;2;1;"Total Avoir Ticket";1,00;5,70 €
360;2;1;"Total Modification Note";5,00;28,50 €
361;0;0;"";0,00;0,00 €
362;1;1;"VIRGIN MOJITO";0,00;0,00 €
363;2;1;"Total Net";41,00;232,91 €
364;2;1;"Total Brut";41,00;233,70 €
365;2;1;" dont Ventes";38,00;232,91 €
366;2;1;" dont Remises";3,00;0,79 €
367;2;1;"Total Modification Note";14,00;79,80 €
368;0;0;"";0,00;0,00 €
369;1;1;"VIRGIN MOJITO FRUITS ROUGES";0,00;0,00 €
370;2;1;"Total Net";6,00;34,20 €
371;2;1;" dont Ventes";6,00;34,20 €
372;2;1;"Total Modification Note";1,00;5,70 €
373;0;0;"";0,00;0,00 €
374;1;1;"VIRGIN MOJITO MANGUE";0,00;0,00 €
375;2;1;"Total Net";5,00;28,50 €
376;2;1;"Total Brut";6,00;34,20 €
377;2;1;" dont Ventes";5,00;28,50 €
378;2;1;" dont Offert Direction";1,00;5,70 €
379;0;0;"";0,00;0,00 €
380;1;1;"VIRGIN SEX ON THE BEACH";0,00;0,00 €
381;2;1;"Total Net";41,00;230,85 €
382;2;1;"Total Brut";42,00;239,40 €
383;2;1;" dont Ventes";36,00;230,85 €
384;2;1;" dont Offerts Personnel";1,00;5,70 €
385;2;1;" dont Remises";5,00;2,85 €
386;2;1;"Total Avoir Ticket";1,00;5,70 €
387;2;1;"Total Modification Note";13,00;74,10 €
388;0;0;"";0,00;0,00 €
389;4;0;"Net COCKTAILS SS ALCOOLS";120,00;680,36 €
390;4;0;"Brut COCKTAILS SS ALCOOLS";122,00;695,40 €
391;4;0;" dont Ventes";112,00;680,36 €
392;4;0;" dont Offerts Personnel";1,00;5,70 €
393;4;0;" dont Remises";8,00;3,64 €
394;4;0;" dont Offert Direction";1,00;5,70 €
395;4;0;"Erreur de saisie";1,00;0,00 €
396;4;0;"Avoir Ticket";3,00;11,40 €
397;4;0;"Modification Note";35,00;193,80 €
398;0;0;"";0,00;0,00 €
399;1;0;"EAUX";0,00;0,00 €
400;1;1;"CARAFE D EAU";0,00;0,00 €
401;2;1;"Total Net";3,00;0,00 €
402;2;1;" dont Ventes";3,00;0,00 €
403;0;0;"";0,00;0,00 €
404;1;1;"PERRIER 1L";0,00;0,00 €
405;2;1;"Total Net";20,00;98,00 €
406;2;1;" dont Ventes";20,00;98,00 €
407;2;1;"Total Modification Note";4,00;19,60 €
408;0;0;"";0,00;0,00 €
409;1;1;"PERRIER 50CL";0,00;0,00 €
410;2;1;"Total Net";6,00;12,60 €
411;2;1;" dont Menus";6,00;12,60 €
412;2;1;"Total Modification Note";2,00;4,20 €
413;0;0;"";0,00;0,00 €
414;1;1;"PERRIER 50CL FINES BULLES";0,00;0,00 €
415;2;1;"Total Net";59,00;228,94 €
416;2;1;"Total Brut";59,00;230,10 €
417;2;1;" dont Ventes";57,00;228,94 €
418;2;1;" dont Remises";2,00;1,16 €
419;2;1;"Total Annulations";5,00;19,50 €
420;2;1;"Total Avoir Ticket";4,00;15,60 €
421;2;1;"Total Modification Note";18,00;70,20 €
422;0;0;"";0,00;0,00 €
423;1;1;"SAN PELLEGRINO 1L";0,00;0,00 €
424;2;1;"Total Net";46,00;225,40 €
425;2;1;" dont Ventes";46,00;225,40 €
426;2;1;"Total Avoir Ticket";1,00;4,90 €
427;2;1;"Total Modification Note";10,00;49,00 €
428;0;0;"";0,00;0,00 €
429;1;1;"SAN PELLEGRINO 50CL";0,00;0,00 €
430;2;1;"Total Net";35,00;122,10 €
431;2;1;"Total Brut";36,00;126,00 €
432;2;1;" dont Ventes";27,00;105,30 €
433;2;1;" dont Menus";8,00;16,80 €
434;2;1;" dont Offert Client";1,00;3,90 €
435;2;1;"Total Annulations";1,00;3,90 €
436;2;1;"Total Perte";1,00;3,90 €
437;2;1;"Total Modification Note";10,00;37,20 €
438;0;0;"";0,00;0,00 €
439;1;1;"VITTEL 1L";0,00;0,00 €
440;2;1;"Total Net";29,00;139,20 €
441;2;1;" dont Ventes";29,00;139,20 €
442;2;1;"Total Annulations";1,00;4,80 €
443;2;1;"Total Erreur de saisie";2,00;9,60 €
444;2;1;"Total Modification Note";6,00;28,80 €
445;0;0;"";0,00;0,00 €
446;1;1;"VITTEL 50CL";0,00;0,00 €
447;2;1;"Total Net";11,00;36,60 €
448;2;1;" dont Ventes";9,00;32,40 €
449;2;1;" dont Menus";2,00;4,20 €
450;2;1;"Total Annulations";2,00;7,20 €
451;2;1;"Total Modification Note";2,00;7,20 €
452;0;0;"";0,00;0,00 €
453;1;1;"VITTEL 50CL M";0,00;0,00 €
454;2;1;"Total Net";4,00;0,00 €
455;2;1;" dont Menus";4,00;0,00 €
456;2;1;"Total Modification Note";1,00;0,00 €
457;0;0;"";0,00;0,00 €
458;4;0;"Net EAUX";213,00;862,84 €
459;4;0;"Brut EAUX";214,00;867,90 €
460;4;0;" dont Ventes";191,00;829,24 €
461;4;0;" dont Menus";20,00;33,60 €
462;4;0;" dont Remises";2,00;1,16 €
463;4;0;" dont Offert Client";1,00;3,90 €
464;4;0;"Annulations";9,00;35,40 €
465;4;0;"Perte";1,00;3,90 €
466;4;0;"Erreur de saisie";2,00;9,60 €
467;4;0;"Avoir Ticket";5,00;20,50 €
468;4;0;"Modification Note";53,00;216,20 €
469;0;0;"";0,00;0,00 €
470;3;2;"Net LIQUIDES 10%";1858,00;5569,50 €
471;3;2;"Brut LIQUIDES 10%";1872,00;5621,75 €
472;3;2;" dont Ventes";1448,00;4911,01 €
473;3;2;" dont Menus";378,00;658,49 €
474;3;2;" dont Offerts Personnel";2,00;9,65 €
475;3;2;" dont Remises";32,00;10,50 €
476;3;2;" dont Offert Client";11,00;26,40 €
477;3;2;" dont Offert Direction";1,00;5,70 €
478;3;2;"Annulations LIQUIDES 10%";39,00;131,50 €
479;3;2;"Perte LIQUIDES 10%";3,00;8,85 €
480;3;2;"Erreur de saisie LIQUIDES 10%";12,00;34,00 €
481;3;2;"Avoir Ticket LIQUIDES 10%";42,00;129,20 €
482;3;2;"Modification Note LIQUIDES 10%";604,00;1743,10 €
483;0;0;"";0,00;0,00 €
484;1;0;"APERITIFS";0,00;0,00 €
485;1;1;"CAMPARI";0,00;0,00 €
486;2;1;"Total Net";4,00;21,20 €
487;2;1;" dont Ventes";4,00;21,20 €
488;2;1;"Total Modification Note";1,00;5,30 €
489;0;0;"";0,00;0,00 €
490;1;1;"COUPE CHAMPAGNE";0,00;0,00 €
491;2;1;"Total Brut";2,00;19,90 €
492;2;1;" dont Offert Direction";2,00;19,90 €
493;0;0;"";0,00;0,00 €
494;1;1;"COUPE CREMANT";0,00;0,00 €
495;2;1;"Total Net";7,00;38,50 €
496;2;1;" dont Ventes";7,00;38,50 €
497;2;1;"Total Avoir Ticket";1,00;5,50 €
498;2;1;"Total Modification Note";1,00;5,50 €
499;0;0;"";0,00;0,00 €
500;1;1;"KIR";0,00;0,00 €
501;2;1;"Total Net";45,00;206,08 €
502;2;1;"Total Brut";45,00;207,00 €
503;2;1;" dont Ventes";43,00;206,08 €
504;2;1;" dont Remises";2,00;0,92 €
505;2;1;"Total Perte";2,00;9,20 €
506;2;1;"Total Avoir Ticket";2,00;9,20 €
507;2;1;"Total Modification Note";19,00;87,40 €
508;0;0;"";0,00;0,00 €
509;1;1;"KIR ROYAL";0,00;0,00 €
510;2;1;"Total Net";17,00;103,70 €
511;2;1;" dont Ventes";17,00;103,70 €
512;2;1;"Total Modification Note";6,00;36,60 €
513;0;0;"";0,00;0,00 €
514;1;1;"LOUPEKESS";0,00;0,00 €
515;2;1;"Total Net";1,00;3,30 €
516;2;1;" dont Ventes";1,00;3,30 €
517;0;0;"";0,00;0,00 €
518;1;1;"MARTINI BIANCO";0,00;0,00 €
519;2;1;"Total Net";14,00;67,20 €
520;2;1;" dont Ventes";14,00;67,20 €
521;2;1;"Total Modification Note";7,00;33,60 €
522;0;0;"";0,00;0,00 €
523;1;1;"MARTINI ROSSO";0,00;0,00 €
524;2;1;"Total Net";10,00;48,00 €
525;2;1;" dont Ventes";10,00;48,00 €
526;2;1;"Total Modification Note";1,00;4,80 €
527;0;0;"";0,00;0,00 €
528;1;1;"MAURESQUE";0,00;0,00 €
529;2;1;"Total Net";7,00;35,70 €
530;2;1;" dont Ventes";7,00;35,70 €
531;2;1;"Total Modification Note";2,00;10,20 €
532;0;0;"";0,00;0,00 €
533;1;1;"PERROQUET";0,00;0,00 €
534;2;1;"Total Net";2,00;10,20 €
535;2;1;" dont Ventes";2,00;10,20 €
536;2;1;"Total Modification Note";1,00;5,10 €
537;0;0;"";0,00;0,00 €
538;1;1;"PORTO ROUGE";0,00;0,00 €
539;2;1;"Total Annulations";1,00;4,00 €
540;0;0;"";0,00;0,00 €
541;1;1;"RICARD";0,00;0,00 €
542;2;1;"Total Net";53,00;216,89 €
543;2;1;"Total Brut";53,00;217,30 €
544;2;1;" dont Ventes";52,00;216,89 €
545;2;1;" dont Remises";1,00;0,41 €
546;2;1;"Total Avoir Ticket";1,00;4,10 €
547;2;1;"Total Modification Note";16,00;65,60 €
548;0;0;"";0,00;0,00 €
549;1;1;"RICARD TOMATE";0,00;0,00 €
550;2;1;"Total Net";4,00;20,40 €
551;2;1;" dont Ventes";4,00;20,40 €
552;0;0;"";0,00;0,00 €
553;1;1;"SUZE";0,00;0,00 €
554;2;1;"Total Net";2,00;9,60 €
555;2;1;" dont Ventes";2,00;9,60 €
556;0;0;"";0,00;0,00 €
557;1;1;"VODKA";0,00;0,00 €
558;2;1;"Total Net";5,00;31,50 €
559;2;1;" dont Ventes";5,00;31,50 €
560;2;1;"Total Modification Note";1,00;6,30 €
561;0;0;"";0,00;0,00 €
562;4;0;"Net APERITIFS";171,00;812,27 €
563;4;0;"Brut APERITIFS";173,00;833,50 €
564;4;0;" dont Ventes";168,00;812,27 €
565;4;0;" dont Remises";3,00;1,33 €
566;4;0;" dont Offert Direction";2,00;19,90 €
567;4;0;"Annulations";1,00;4,00 €
568;4;0;"Perte";2,00;9,20 €
569;4;0;"Avoir Ticket";4,00;18,80 €
570;4;0;"Modification Note";55,00;260,40 €
571;0;0;"";0,00;0,00 €
572;1;0;"BIERES";0,00;0,00 €
573;1;1;"1664 25CL";0,00;0,00 €
574;2;1;"Total Net";126,00;476,70 €
575;2;1;"Total Brut";127,00;480,90 €
576;2;1;" dont Ventes";101,00;424,20 €
577;2;1;" dont Menus";25,00;52,50 €
578;2;1;" dont Offert Client";1,00;4,20 €
579;2;1;"Total Annulations";2,00;8,40 €
580;2;1;"Total Avoir Ticket";1,00;4,20 €
581;2;1;"Total Modification Note";35,00;136,50 €
582;0;0;"";0,00;0,00 €
