Numéro;Type de Ligne;Niveau;Texte;Quantité;Montant
450;1;1;"PLANCH. FROMAGERE";0,00;0,00 €
451;2;1;"Total Net";20,00;193,04 €
452;2;1;"Total Brut";21,00;208,95 €
453;2;1;" dont Ventes";16,00;193,04 €
454;2;1;" dont Remises";4,00;5,96 €
455;2;1;" dont Offert Direction";1,00;9,95 €
456;2;1;"Total Perte";1,00;9,95 €
457;2;1;"Total Avoir Ticket";1,00;9,95 €
458;2;1;"Total Modification Note";8,00;79,60 €
459;0;0;"";0,00;0,00 €
460;1;1;"PLANCH. TRADITIONNELLE";0,00;0,00 €
461;2;1;"Total Net";64,00;634,82 €
462;2;1;"Total Brut";66,00;656,70 €
463;2;1;" dont Ventes";62,00;634,82 €
464;2;1;" dont Remises";2,00;1,98 €
465;2;1;" dont Offert Client";2,00;19,90 €
466;2;1;"Total Erreur de saisie";1,00;9,95 €
467;2;1;"Total Avoir Ticket";3,00;29,85 €
468;2;1;"Total Modification Note";25,00;248,75 €
469;0;0;"";0,00;0,00 €
470;1;1;"SAUMON MARINE";0,00;0,00 €
471;2;1;"Total Net";33,00;227,80 €
472;2;1;"Total Brut";33,00;229,50 €
473;2;1;" dont Ventes";26,00;227,80 €
474;2;1;" dont Menus";6,00;0,00 €
475;2;1;" dont Remises";1,00;1,70 €
476;2;1;"Total Erreur de saisie";1,00;0,00 €
477;2;1;"Total Avoir Ticket";3,00;25,50 €
478;2;1;"Total Modification Note";14,00;85,00 €
479;0;0;"";0,00;0,00 €
480;1;1;"TERRINE FOIES VOLAILLE";0,00;0,00 €
481;2;1;"Total Net";51,00;138,60 €
482;2;1;" dont Ventes";22,00;138,60 €
483;2;1;" dont Menus";29,00;0,00 €
484;2;1;"Total Modification Note";13,00;18,90 €
485;0;0;"";0,00;0,00 €
486;1;1;"TRIO DE PLANCHETTES";0,00;0,00 €
487;2;1;"Total Net";3,00;79,80 €
488;2;1;" dont Ventes";3,00;79,80 €
489;0;0;"";0,00;0,00 €
490;4;0;"Net ENTREES";240,00;2094,15 €
491;4;0;"Brut ENTREES";245,00;2185,55 €
492;4;0;" dont Ventes";187,00;2089,15 €
493;4;0;" dont Menus";42,00;5,00 €
494;4;0;" dont Remises";11,00;25,75 €
495;4;0;" dont Offert Client";4,00;55,70 €
496;4;0;" dont Offert Direction";1,00;9,95 €
497;4;0;"Perte";1,00;9,95 €
498;4;0;"Erreur de saisie";2,00;9,95 €
499;4;0;"Avoir Ticket";7,00;65,30 €
500;4;0;"Modification Note";72,00;613,85 €
501;0;0;"";0,00;0,00 €
502;1;0;"ENTREES FOIE GRAS LAYON TVA_C";0,00;0,00 €
503;1;1;"BLOC FOIE GRAS";0,00;0,00 €
504;2;1;"Total Net";37,00;328,44 €
505;2;1;"Total Brut";37,00;333,20 €
506;2;1;" dont Ventes";26,00;328,44 €
507;2;1;" dont Menus";9,00;0,00 €
508;2;1;" dont Remises";2,00;4,76 €
509;2;1;"Total Modification Note";11,00;71,40 €
510;0;0;"";0,00;0,00 €
511;1;1;"BLOC FOIE GRAS M";0,00;0,00 €
512;2;1;"Total Net";33,00;112,86 €
513;2;1;"Total Brut";33,00;114,00 €
514;2;1;" dont Menus";30,00;112,86 €
515;2;1;" dont Remises";3,00;1,14 €
516;2;1;"Total Annulations";1,00;3,80 €
517;2;1;"Total Modification Note";12,00;45,60 €
518;0;0;"";0,00;0,00 €
519;4;0;"Net ENTREES FOIE GRAS LAYON TVA_C";70,00;441,30 €
520;4;0;"Brut ENTREES FOIE GRAS LAYON TVA_C";70,00;447,20 €
521;4;0;" dont Ventes";26,00;328,44 €
522;4;0;" dont Menus";39,00;112,86 €
523;4;0;" dont Remises";5,00;5,90 €
524;4;0;"Annulations";1,00;3,80 €
525;4;0;"Modification Note";23,00;117,00 €
526;0;0;"";0,00;0,00 €
527;1;0;"GLACES";0,00;0,00 €
528;1;1;"CPE 2 BOULES M.";0,00;0,00 €
529;2;1;"Total Net";5,00;0,00 €
530;2;1;" dont Menus";5,00;0,00 €
531;2;1;"Total Modification Note";3,00;0,00 €
532;0;0;"";0,00;0,00 €
533;1;1;"CPE CAFE LIEGEOIS M";0,00;0,00 €
534;2;1;"Total Net";3,00;8,70 €
535;2;1;" dont Menus";3,00;8,70 €
536;0;0;"";0,00;0,00 €
537;1;1;"CPE PECHE MELBA M";0,00;0,00 €
538;2;1;"Total Net";1,00;2,90 €
539;2;1;" dont Menus";1,00;2,90 €
540;0;0;"";0,00;0,00 €
541;1;1;"DAME BLANCHE M";0,00;0,00 €
542;2;1;"Total Net";1,00;2,90 €
543;2;1;" dont Menus";1,00;2,90 €
544;0;0;"";0,00;0,00 €
545;1;1;"SUPP BOULE VANILLE";0,00;0,00 €
546;2;1;"Total Net";3,00;4,35 €
547;2;1;"Total Brut";4,00;6,00 €
548;2;1;" dont Ventes";2,00;4,35 €
549;2;1;" dont Remises";1,00;0,15 €
550;2;1;" dont Offert Direction";1,00;1,50 €
551;2;1;"Total Modification Note";2,00;3,00 €
552;0;0;"";0,00;0,00 €
553;1;1;"SUPP CARAMEL";0,00;0,00 €
554;2;1;"Total Net";1,00;0,00 €
555;2;1;" dont Ventes";1,00;0,00 €
556;2;1;"Total Erreur de saisie";2,00;0,00 €
557;0;0;"";0,00;0,00 €
558;1;1;"SUPP CHANTILLY";0,00;0,00 €
559;2;1;"Total Net";9,00;0,00 €
560;2;1;"Total Brut";11,00;0,00 €
561;2;1;" dont Ventes";9,00;0,00 €
562;2;1;" dont Offert Direction";2,00;0,00 €
563;2;1;"Total Modification Note";4,00;0,00 €
564;0;0;"";0,00;0,00 €
565;4;0;"Net GLACES";23,00;18,85 €
566;4;0;"Brut GLACES";26,00;20,50 €
567;4;0;" dont Ventes";12,00;4,35 €
568;4;0;" dont Menus";10,00;14,50 €
569;4;0;" dont Remises";1,00;0,15 €
570;4;0;" dont Offert Direction";3,00;1,50 €
571;4;0;"Erreur de saisie";2,00;0,00 €
572;4;0;"Modification Note";9,00;3,00 €
573;0;0;"";0,00;0,00 €
574;1;0;"MENU VAE TVA_C";0,00;0,00 €
575;1;1;"FORMULE CLASSIQUES BURGERS VAE";0,00;0,00 €
